Version: 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Suffix,Eat1,Eat2,Eat3,Gho1,Gho2,Had1,Htb1,Iagi,Iatt,Idef,Ihid,Iint,Isib,Istr,Isx1,Ncl1,Ncl3,Ncl4,Ncl5,Ncl6,Neg1,Neg2,Neg3,Neg4,Neg5,Neg6,Neu1,Neu3,Neu4,Nso1,Nso3,Owk1,Owk2,Owk3,Owk4,Ply1,Ply2,Ply3,Ply4,Ply5,Prg1,Prg3,Prg4,Prg5,Uls1,Uls2,Uls3,Uls4,Uls5,Ulsu,Usl1,aani,aare,aart,abpx,abpy,abuf,acap,acat,acdn,achd,adur,aeat,aefl,aefs,ahdu,aher,ahky,aite,alev,alsk,amat,amcs,amsp,anam,ansf,aord,aorf,aoro,arac,aran,arar,areq,aret,arhk,arlv,arpx,arpy,arqa,arut,asat,ata0,atar,atat,atp1,aub1,aubx,auby,bsk1,bsk2,bsk3,fak1,fak2,fak3,fak5
AQI3,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,3,2,,,,,,,,,,,,"""R""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 81""","""4""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,3,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQI4,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,1,1,,,,,,,,,,,,"""D""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 81""","""5""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,1,1,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQI5,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,2,1,,,,,,,,,,,,"""F""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 81""","""6""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,2,1,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQI6,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,0,1,,,,,,,,,,,,"""U""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 81""","""7""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,0,1,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQI7,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,0,0,,,,,,,,,,,,"""""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 81""","""8""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,0,0,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
ABI8,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""faeriefire"", [2]=""faeriefire"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,2,,,"""""",,,,"""""",,,,0,"""Q""",,2,,,,,"""英雄主动技能模板 82""","""1""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACI8,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 82""","""1""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABI9,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""faeriefireoff"", [2]=""faeriefireoff"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,2,,,"""""",,,,"""""",,,,0,"""W""",,2,,,,,"""英雄主动技能模板 82""","""2""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACI9,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 82""","""2""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIA,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""faeriefireon"", [2]=""faeriefireon"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,2,,,"""""",,,,"""""",,,,0,"""E""",,2,,,,,"""英雄主动技能模板 82""","""3""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIA,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 82""","""3""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIB,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""fanofknives"", [2]=""fanofknives"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,2,,,"""""",,,,"""""",,,,0,"""R""",,2,,,,,"""英雄主动技能模板 82""","""4""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIB,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 82""","""4""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIC,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""farsight"", [2]=""farsight"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,1,,,"""""",,,,"""""",,,,0,"""D""",,2,,,,,"""英雄主动技能模板 82""","""5""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIC,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 82""","""5""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABID,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""fingerofdeath"", [2]=""fingerofdeath"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,1,,,"""""",,,,"""""",,,,0,"""F""",,2,,,,,"""英雄主动技能模板 82""","""6""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACID,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 82""","""6""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIE,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""firebolt"", [2]=""firebolt"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,1,,,"""""",,,,"""""",,,,0,"""U""",,2,,,,,"""英雄主动技能模板 82""","""7""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIE,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 82""","""7""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIF,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""flamestrike"", [2]=""flamestrike"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""英雄主动技能模板 82""","""8""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIF,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 82""","""8""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AQI8,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,0,2,,,,,,,,,,,,"""Q""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 82""","""1""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,0,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQI9,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,1,2,,,,,,,,,,,,"""W""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 82""","""2""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,1,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQIA,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,2,2,,,,,,,,,,,,"""E""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 82""","""3""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,2,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQIB,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,3,2,,,,,,,,,,,,"""R""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 82""","""4""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,3,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQIC,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,1,1,,,,,,,,,,,,"""D""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 82""","""5""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,1,1,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQID,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,2,1,,,,,,,,,,,,"""F""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 82""","""6""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,2,1,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQIE,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,0,1,,,,,,,,,,,,"""U""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 82""","""7""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,0,1,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQIF,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,0,0,,,,,,,,,,,,"""""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 82""","""8""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,0,0,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
ABIG,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""faeriefire"", [2]=""faeriefire"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,2,,,"""""",,,,"""""",,,,0,"""Q""",,2,,,,,"""英雄主动技能模板 83""","""1""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIG,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 83""","""1""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIH,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""faeriefireoff"", [2]=""faeriefireoff"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,2,,,"""""",,,,"""""",,,,0,"""W""",,2,,,,,"""英雄主动技能模板 83""","""2""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIH,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 83""","""2""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABII,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""faeriefireon"", [2]=""faeriefireon"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,2,,,"""""",,,,"""""",,,,0,"""E""",,2,,,,,"""英雄主动技能模板 83""","""3""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACII,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 83""","""3""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIJ,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""fanofknives"", [2]=""fanofknives"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",3,2,,,"""""",,,,"""""",,,,0,"""R""",,2,,,,,"""英雄主动技能模板 83""","""4""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIJ,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 83""","""4""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIK,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""farsight"", [2]=""farsight"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",1,1,,,"""""",,,,"""""",,,,0,"""D""",,2,,,,,"""英雄主动技能模板 83""","""5""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIK,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 83""","""5""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIL,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""fingerofdeath"", [2]=""fingerofdeath"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",2,1,,,"""""",,,,"""""",,,,0,"""F""",,2,,,,,"""英雄主动技能模板 83""","""6""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIL,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 83""","""6""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIM,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""firebolt"", [2]=""firebolt"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,1,,,"""""",,,,"""""",,,,0,"""U""",,2,,,,,"""英雄主动技能模板 83""","""7""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIM,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 83""","""7""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
ABIN,ANcl,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=17, [2]=17, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0, [2]=0, }","{ [1]=""flamestrike"", [2]=""flamestrike"", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""replaceabletextures\\commandbuttons\\btnnothing.blp""",0,0,,,"""""",,,,"""""",,,,0,"""""",,2,,,,,"""英雄主动技能模板 83""","""8""",,,,"""human""","{ [1]=0.0000, [2]=0.0000, }",,,,,,,,,,,,,"""""","{ [1]=""- 无 -"", }","{ [1]="" "", [2]="" "", }",,,,,,,,,
ACIN,Amgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,"""英雄被动技能模板 83""","""8""",,,,"""human""",,,"""""",,,,,,,,,,,,,,,,,,,,,,
AQIG,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,0,2,,,,,,,,,,,,"""Q""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 83""","""1""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,0,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQIH,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,1,2,,,,,,,,,,,,"""W""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 83""","""2""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,1,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQII,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,2,2,,,,,,,,,,,,"""E""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 83""","""3""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,2,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQIJ,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,3,2,,,,,,,,,,,,"""R""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 83""","""4""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,3,2,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
AQIK,Afak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, [2]=0.0000, }",,1,1,,,,,,,,,,,,"""D""",,2,,"""""","{ [1]=0, [2]=0, }",0,"""英雄法球技能模板 83""","""5""","""flamingattacktarg""","""unflamingattack""","""flamingattack""","""""","{ [1]=600.0000, [2]=600.0000, }",,,,,2,,,,,,,,,,,1,1,,,,"{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }","{ [1]=0.0000, [2]=0.0000, }"
